ayet_numarasi,ayet
Mat.13: 19,"Kim göksel egemenlikle ilgili sözü işitir de anlamazsa, kötü olan gelir, onun yüreğine ekileni söker götürür. Yol kenarına ekilen tohum işte budur."
Mat.13: 20-21,"Kayalık yerlere ekilen ise işittiği sözü hemen sevinçle kabul eden, ama kök salamadığı için ancak bir süre dayanan kişidir. Böyle biri Tanrı sözünden ötürü sıkıntı ya da zulme uğrayınca hemen sendeleyip düşer."
Mat.13: 22,"Dikenler arasında ekilen de şudur: Sözü işitir, ama dünyasal kaygılar ve zenginliğin aldatıcılığı sözü boğar ve ürün vermesini engeller."
Mat.13: 23,"İyi toprağa ekilen tohum ise, sözü işitip anlayan birine benzer. Böylesi elbette ürün verir, kimi yüz, kimi altmış, kimi de otuz kat."" Deliceler Benzetmesi"
Mat.13: 24,"İsa onlara başka bir benzetme anlattı: ""Göklerin Egemenliği, tarlasına iyi tohum eken adama benzer"" dedi."
Mat.13: 25,"""Herkes uyurken, adamın düşmanı geldi, buğdayın arasına delice ekip gitti."
Mat.13: 26,"Ekin gelişip başak salınca, deliceler de göründü."
Mat.13: 27,"""Mal sahibinin köleleri gelip ona şöyle dediler: 'Efendimiz, sen tarlana iyi tohum ekmedin mi? Bu deliceler nereden çıktı?'"
Mat.13: 28,"""Mal sahibi, 'Bunu bir düşman yapmıştır' dedi. ""'Gidip deliceleri toplamamızı ister misin?' diye sordu köleler."
Mat.13: 29,"""'Hayır' dedi adam. 'Deliceleri toplarken belki buğdayı da sökersiniz."
Mat.13: 30,"Bırakın biçim vaktine dek birlikte büyüsünler. Biçim vakti orakçılara, önce deliceleri toplayın diyeceğim, yakmak için demet yapın. Buğdayı ise toplayıp ambarıma koyun.'"" Hardal Tanesi ve Maya Benzetmeleri ("
Mat.13: 31,"İsa onlara bir benzetme daha anlattı: ""Göklerin Egemenliği, bir adamın tarlasına ektiği hardal tanesine benzer"" dedi."
Mat.13: 32,"""Hardal tohumların en küçüğü olduğu halde, gelişince bahçe bitkilerinin boyunu aşar, ağaç olur. Böylece kuşlar gelip dallarında barınır."""
Mat.13: 33,"İsa onlara başka bir benzetme anlattı: ""Göklerin Egemenliği, bir kadının üç ölçek una karıştırdığı mayaya benzer. Sonunda bütün hamur kabarır."""
Mat.13: 34,İsa bütün bunları halka benzetmelerle anlattı. Benzetme kullanmadan onlara hiçbir şey anlatmazdı.
Mat.13: 35,"Bu, peygamber aracılığıyla bildirilen şu söz yerine gelsin diye oldu: ""Ağzımı benzetmeler anlatarak açacağım, Dünyanın kuruluşundan beri Gizli kalmış sırları dile getireceğim."" Deliceler Benzetmesi Açıklanıyor"
Mat.13: 36,"Bundan sonra İsa halktan ayrılıp eve gitti. Öğrencileri yanına gelip, ""Tarladaki delicelerle ilgili benzetmeyi bize açıkla"" dediler."
Mat.13: 37,"İsa, ""İyi tohumu eken, İnsanoğlu'dur "" diye karşılık verdi."
Mat.13: 38,"""Tarla ise dünyadır. İyi tohum, göksel egemenliğin oğulları, deliceler de kötü olanın oğullarıdır."
Mat.13: 39,"Deliceleri eken düşman, İblis'tir. Biçim vakti, çağın sonu; orakçılar ise meleklerdir."
Mat.13: 40,"""Deliceler nasıl toplanıp yakılırsa, çağın sonunda da böyle olacaktır."
Mat.13: 41-42,"İnsanoğlu meleklerini gönderecek, onlar da insanları günaha düşüren her şeyi, kötülük yapan herkesi O'nun egemenliğinden toplayıp kızgın fırına atacaklar. Orada ağlayış ve diş gıcırtısı olacaktır."
Mat.13: 43,"Doğru kişiler o zaman Babaları'nın egemenliğinde güneş gibi parlayacaklar. Kulağı olan işitsin!"" Define ve İnci Benzetmeleri"
Mat.13: 44,"""Göklerin Egemenliği, tarlada saklı bir defineye benzer. Onu bulan yeniden sakladı, sevinçle koşup gitti, varını yoğunu satıp tarlayı satın aldı."
Mat.13: 45,"""Yine Göklerin Egemenliği, güzel inciler arayan bir tüccara benzer."
Mat.13: 46,"Tüccar, çok değerli bir inci bulunca gitti, varını yoğunu satıp o inciyi satın aldı."" Ağ Benzetmesi"
Mat.13: 47,"""Yine Göklerin Egemenliği, denize atılan ve her çeşit balığı toplayan ağa benzer."
Mat.13: 48,"Ağ dolunca onu kıyıya çekerler. Oturup işe yarayan balıkları kaplara koyar, yaramayanları atarlar."
Mat.13: 49-50,"Çağın sonunda da böyle olacak. Melekler gelecek, kötü kişileri doğruların arasından ayırıp kızgın fırına atacaklar. Orada ağlayış ve diş gıcırtısı olacaktır."""
Mat.13: 51,"İsa, ""Bütün bunları anladınız mı?"" diye sordu. ""Evet"" karşılığını verdiler."
Mat.13: 52,"O da onlara, ""İşte böylece Göklerin Egemenliği için eğitilmiş her din bilgini, hazinesinden hem yeni hem eski değerler çıkaran bir mal sahibine benzer"" dedi. İsa Reddediliyor ("
Mat.13: 53,İsa bütün bu benzetmeleri anlattıktan sonra oradan ayrıldı.
Mat.13: 54,"Kendi memleketine gitti ve oradaki havrada halka öğretmeye başladı. Halk şaşıp kalmıştı. ""Adamın bu bilgeliği ve mucizeler yaratan gücü nereden geliyor?"" diyorlardı."
Mat.13: 55,"""Marangozun oğlu değil mi bu? Annesinin adı Meryem değil mi? Yakup, Yusuf, Simun ve Yahuda O'nun kardeşleri değil mi?"
Mat.13: 56,"Kızkardeşlerinin hepsi aramızda yaşamıyor mu? O halde O'nun bütün bu yaptıkları nereden geliyor?"""
Mat.13: 57,"Ve gücenip O'nu reddettiler. Ama İsa onlara şöyle dedi: ""Bir peygamber, kendi memleketinden ve evinden başka yerde hor görülmez."""
Mat.13: 58,İmansızlıkları yüzünden İsa orada pek fazla mucize yapmadı.  BÖLÜM 14 Yahya'nın Öldürülmesi (
Mat.14: 1-2,"O günlerde İsa'yla ilgili haberleri duyan bölge kralı Hirodes, adamlarına, ""Bu, Vaftizci Yahya'dır"" dedi. ""Ölümden dirildi. Olağanüstü güçlerin onda etkin olmasının nedeni budur."""
Mat.14: 3,"Hirodes, kardeşi Filipus'un karısı Hirodiya yüzünden Yahya'yı tutuklatmış, bağlatıp zindana attırmıştı."
Mat.14: 4,"Çünkü Yahya Hirodes'e, ""O kadınla evlenmen Kutsal Yasa'ya aykırıdır"" demişti."
Mat.14: 5,"Hirodes Yahya'yı öldürtmek istemiş, ama halktan korkmuştu. Çünkü halk Yahya'yı peygamber sayıyordu."
Mat.14: 6-7,"Hirodes'in doğum günü şenliği sırasında Hirodiya'nın kızı ortaya çıkıp dans etti. Bu, Hirodes'in öyle hoşuna gitti ki, ant içerek kıza ne dilerse vereceğini söyledi."
Mat.14: 8,"Kız, annesinin kışkırtmasıyla, ""Bana şimdi, bir tepsi üzerinde Vaftizci Yahya'nın başını ver"" dedi."
Mat.14: 9,"Kral buna çok üzüldüyse de, konuklarının önünde içtiği anttan ötürü bu dileğin yerine getirilmesini buyurdu."
Mat.14: 10,Adam gönderip zindanda Yahya'nın başını kestirdi.
Mat.14: 11,"Kesik baş tepsiyle getirilip kıza verildi, kız da bunu annesine götürdü."
Mat.14: 12,Yahya'nın öğrencileri gelip cesedi aldılar ve gömdüler. Sonra gidip İsa'ya haber verdiler. İsa Beş Bin Kişiyi Doyuruyor (
Mat.14: 13,"İsa bunu duyunca, tek başına tenha bir yere çekilmek üzere bir tekneyle oradan ayrıldı. Bunu öğrenen halk, kentlerden çıkıp O'nu yaya olarak izledi."
Mat.14: 14,İsa tekneden inince büyük bir kalabalıkla karşılaştı. Onlara acıdı ve hasta olanlarını iyileştirdi.
Mat.14: 15,"Akşama doğru öğrencileri yanına gelip, ""Burası ıssız bir yer"" dediler, ""Vakit de geç oldu. Halkı salıver de köylere gidip kendilerine yiyecek alsınlar."""
Mat.14: 16,"İsa, ""Gitmelerine gerek yok, onlara siz yiyecek verin"" dedi."
Mat.14: 17,"Öğrenciler, ""Burada beş ekmekle iki balıktan başka bir şeyimiz yok ki"" dediler."
Mat.14: 18,"İsa, ""Onları buraya, bana getirin"" dedi."
Mat.14: 19,"Halka çayıra oturmalarını buyurduktan sonra, beş ekmekle iki balığı aldı, gözlerini göğe kaldırarak şükretti; sonra ekmekleri bölüp öğrencilerine verdi, onlar da halka dağıttılar."
Mat.14: 20,Herkes yiyip doydu. Artakalan parçalardan on iki sepet dolusu topladılar.
Mat.14: 21,"Yemek yiyenlerin sayısı, kadın ve çocuklar hariç, yaklaşık beş bin erkekti. İsa Su Üstünde Yürüyor ("
Mat.14: 22,"Bundan hemen sonra İsa öğrencilerine, tekneye binip kendisinden önce karşı yakaya geçmelerini buyurdu. Bu arada halkı evlerine gönderecekti."
Mat.14: 23,Halkı gönderdikten sonra dua etmek için tek başına dağa çıktı. Akşam olurken orada yalnızdı.
Mat.14: 24,O sırada tekne kıyıdan bir hayli uzakta dalgalarla boğuşuyordu. Çünkü rüzgar karşı yönden esiyordu.
Mat.14: 25,"Sabaha karşı İsa, gölün üstünde yürüyerek onlara yaklaştı."
Mat.14: 26,"Öğrenciler, O'nun gölün üstünde yürüdüğünü görünce dehşete kapıldılar. ""Bu bir hayalet!"" diyerek korkuyla bağrıştılar."
Mat.14: 27,"Ama İsa hemen onlara seslenerek, ""Cesur olun, benim, korkmayın!"" dedi."
Mat.14: 28,"Petrus buna karşılık, ""Ya Rab"" dedi, ""Eğer sen isen, buyruk ver suyun üstünden yürüyerek sana geleyim."""
Mat.14: 29,"İsa, ""Gel!"" dedi. Petrus da tekneden indi, suyun üstünden yürüyerek İsa'ya yaklaştı."
Mat.14: 30,"Ama rüzgarın ne kadar güçlü estiğini görünce korktu, batmaya başladı. ""Ya Rab, beni kurtar!"" diye bağırdı."
Mat.14: 31,"İsa hemen elini uzatıp onu tuttu. Ona, ""Ey kıt imanlı, neden kuşku duydun?"" dedi."
Mat.14: 32,Onlar tekneye bindikten sonra rüzgar dindi.
Mat.14: 33,"Teknedekiler, ""Sen gerçekten Tanrı'nın Oğlu'sun"" diyerek O'na tapındılar."
Mat.14: 34,Gölü aşıp Ginnesar'da karaya çıktılar.
Mat.14: 35,Yöre halkı İsa'yı tanıyınca çevreye haber saldı. Bütün hastaları O'na getirdiler.
Mat.14: 36,"Giysisinin eteğine bir dokunsak diye yalvarıyorlardı. Dokunanların hepsi iyileşti.  BÖLÜM 15 Töre mi, Tanrı'nın Sözü mü? ("
Mat.15: 1-2,"Bu sırada Yeruşalim'den bazı Ferisiler ve din bilginleri İsa'ya gelip, ""Öğrencilerin neden atalarımızın töresini çiğniyor?"" diye sordular, ""Yemekten önce ellerini yıkamıyorlar."""
Mat.15: 3,"İsa onlara şu karşılığı verdi: ""Ya siz, neden töreniz uğruna Tanrı buyruğunu çiğniyorsunuz?"
Mat.15: 4,Çünkü Tanrı şöyle buyurdu: 'Annene babana saygı göstereceksin'; 'Annesine ya da babasına söven kesinlikle öldürülecektir.'
Mat.15: 5-6,"Ama siz, 'Her kim anne ya da babasına, benden alacağın bütün yardım Tanrı'ya adanmıştır derse, artık babasına saygı göstermek zorunda değildir' diyorsunuz. Böylelikle, töreniz uğruna Tanrı'nın sözünü geçersiz kılmış oluyorsunuz."
Mat.15: 7-8,"Ey ikiyüzlüler! Yeşaya'nın sizinle ilgili şu peygamberlik sözü ne kadar yerindedir: 'Bu halk dudaklarıyla beni sayar, Ama yürekleri benden uzak."
Mat.15: 9,"Bana boşuna taparlar. Çünkü öğrettikleri, sadece insan buyruklarıdır.'"" İnsanı Kirleten Nedir? ("
Mat.15: 10,"İsa, halkı yanına çağırıp onlara, ""Dinleyin ve şunu belleyin"" dedi."
Mat.15: 11,"""Ağızdan giren şey insanı kirletmez. İnsanı kirleten ağızdan çıkandır."""
Mat.15: 12,"Bu sırada öğrencileri O'na gelip, ""Biliyor musun?"" dediler, ""Ferisiler bu sözü duyunca gücendiler."""
Mat.15: 13,"İsa şu karşılığı verdi: ""Göksel Babam'ın dikmediği her fidan kökünden sökülecektir."
Mat.15: 14,"Bırakın onları; onlar körlerin kör kılavuzlarıdır. Eğer kör köre kılavuzluk ederse, ikisi de çukura düşer."""
Mat.15: 15,"Petrus, ""Bu benzetmeyi bize açıkla"" dedi."
Mat.15: 16,"""Siz de mi hâlâ anlamıyorsunuz?"" diye sordu İsa."
Mat.15: 17,"""Ağza giren her şeyin mideye indiğini, oradan da helaya atıldığını bilmiyor musunuz?"
Mat.15: 18,"Ne var ki ağızdan çıkan, yürekten kaynaklanır. İnsanı kirleten de budur."
Mat.15: 19,"Çünkü kötü düşünceler, cinayet, zina, fuhuş, hırsızlık, yalan yere tanıklık ve iftira hep yürekten kaynaklanır."
Mat.15: 20,"İnsanı kirleten bunlardır. Yıkanmamış ellerle yemek yemek insanı kirletmez."" Kenanlı Kadının İmanı ("
Mat.15: 21,İsa oradan ayrılıp Sur ve Sayda bölgesine geçti.
Mat.15: 22,"O yöreden Kenanlı bir kadın İsa'ya gelip, ""Ya Rab, ey Davut Oğlu, halime acı! Kızım cine tutuldu, çok kötü durumda"" diye feryat etti."
Mat.15: 23,"İsa kadına hiçbir karşılık vermedi. Öğrencileri yaklaşıp, ""Sal şunu, gitsin!"" diye rica ettiler. ""Arkamızdan bağırıp duruyor."""
Mat.15: 24,"İsa, ""Ben yalnız İsrail halkının kaybolmuş koyunlarına gönderildim"" diye yanıtladı."
Mat.15: 25,"Kadın ise yaklaşıp, ""Ya Rab, bana yardım et!"" diyerek O'nun önünde yere kapandı ."
Mat.15: 26,"İsa ona, ""Çocukların ekmeğini alıp köpeklere atmak doğru değildir"" dedi."
Mat.15: 27,"Kadın, ""Haklısın, ya Rab"" dedi. ""Ama köpekler de efendilerinin sofrasından düşen kırıntıları yer."""
Mat.15: 28,"O zaman İsa ona şu karşılığı verdi: ""Ey kadın, imanın büyük! Dilediğin gibi olsun."" Ve kadının kızı o saatte iyileşti.  İsa Dört Bin Kişiyi Doyuruyor ("
Mat.15: 29,"İsa oradan ayrıldı, Celile Gölü'nün kıyısından geçerek dağa çıkıp oturdu."
Mat.15: 30,"Yanına büyük bir kalabalık geldi. Beraberlerinde kötürüm, kör, çolak, dilsiz ve daha birçok hasta getirdiler. Hastaları O'nun ayaklarının dibine bıraktılar. O da onları iyileştirdi."
Mat.15: 31,"Halk, dilsizlerin konuştuğunu, çolakların iyileştiğini, körlerin gördüğünü, kötürümlerin yürüdüğünü görünce şaştı ve İsrail'in Tanrısı'nı yüceltti."
Mat.15: 32,"İsa öğrencilerini yanına çağırıp, ""Halka acıyorum"" dedi. ""Üç gündür yanımdalar, yiyecek hiçbir şeyleri yok. Onları aç aç evlerine göndermek istemiyorum, yolda bayılabilirler."""
Mat.15: 33,"Öğrenciler kendisine, ""Böyle ıssız bir yerde bu kadar kalabalığı doyuracak ekmeği nereden bulalım?"" dediler."
Mat.15: 34,"İsa, ""Kaç ekmeğiniz var?"" diye sordu. ""Yedi ekmekle birkaç küçük balığımız var"" dediler."
Mat.15: 35,"Bunun üzerine İsa, halka yere oturmalarını buyurdu."
Mat.15: 36,"Yedi ekmekle balıkları aldı, şükredip bunları böldü, öğrencilerine verdi. Onlar da halka dağıttılar."
Mat.15: 37,Herkes yiyip doydu. Artakalan parçalardan yedi küfe dolusu topladılar.
Mat.15: 38,"Yemek yiyenlerin sayısı, kadın ve çocuklar hariç, dört bin erkekti."
Mat.15: 39,"İsa, halkı evlerine gönderdikten sonra tekneye binip Magadan bölgesine geçti.  BÖLÜM 16 Doğaüstü Bir Belirti İsteniyor ("
Mat.16: 1,Ferisiler'le Sadukiler İsa'nın yanına geldiler. O'nu denemek amacıyla kendilerine gökten bir belirti göstermesini istediler.
Mat.16: 2,"İsa onlara şu karşılığı verdi: ""Akşam, 'Gökyüzü kızıl olduğuna göre hava iyi olacak' dersiniz."
Mat.16: 3,"Sabah, 'Bugün gök kızıl ve bulutlu, hava bozacak' dersiniz. Gökyüzünün görünümünü yorumlayabiliyorsunuz da, zamanın belirtilerini yorumlayamıyor musunuz?"
Mat.16: 4,"Kötü ve vefasız kuşak bir belirti istiyor! Ama ona Yunus'un belirtisinden başka bir belirti gösterilmeyecek."" Sonra İsa onları bırakıp gitti. Ferisiler'le Sadukiler'in Mayası ("
Mat.16: 5,Öğrenciler gölün karşı yakasına geçerken ekmek almayı unutmuşlardı.
Mat.16: 6,"İsa onlara, ""Dikkatli olun, Ferisiler'in ve Sadukiler'in mayasından kaçının!"" dedi."
Mat.16: 7,"Onlar ise kendi aralarında tartışarak, ""Ekmek almadığımız için böyle diyor"" dediler."
Mat.16: 8,"Bunun farkında olan İsa şöyle dedi: ""Ey kıt imanlılar! Ekmeğiniz yok diye niçin tartışıyorsunuz?"
Mat.16: 9-10,"Hâlâ anlamıyor musunuz? Beş ekmekle beş bin kişinin doyduğunu, kaç sepet dolusu yemek fazlası topladığınızı hatırlamıyor musunuz? Yedi ekmekle dört bin kişinin doyduğunu, kaç küfe dolusu yemek fazlası topladığınızı hatırlamıyor musunuz?"
Mat.16: 11,"Ben size, 'Ferisiler'in ve Sadukiler'in mayasından kaçının' derken, ekmekten söz etmediğimi nasıl olur da anlamazsınız?"""
Mat.16: 12,"Ekmek mayasından değil de, Ferisiler'le Sadukiler'in öğretisinden kaçının dediğini o zaman anladılar. Petrus'un Mesih'i Tanıması ("
Mat.16: 13,"İsa, Filipus Sezariyesi bölgesine geldiğinde öğrencilerine şunu sordu: ""Halk, İnsanoğlu'nun kim olduğunu söylüyor?"""
Mat.16: 14,"Öğrencileri şu karşılığı verdiler: ""Kimi Vaftizci Yahya, kimi İlyas, kimi de Yeremya ya da peygamberlerden biridir diyor."""
Mat.16: 15,"İsa onlara, ""Siz ne dersiniz"" dedi, ""Sizce ben kimim?"""
Mat.16: 16,"Simun Petrus, ""Sen, yaşayan Tanrı'nın Oğlu Mesih'sin "" yanıtını verdi."
Mat.16: 17,"İsa ona, ""Ne mutlu sana, Yunus oğlu Simun!"" dedi. ""Bu sırrı sana açan insan değil, göklerdeki Babam'dır."
Mat.16: 18,"Ben de sana şunu söyleyeyim, sen Petrus'sun ve ben kilisemi bu kayanın üzerine kuracağım. Ölüler diyarının kapıları ona karşı direnemeyecek."
Mat.16: 19,"Göklerin Egemenliği'nin anahtarlarını sana vereceğim. Yeryüzünde bağlayacağın her şey göklerde de bağlanmış olacak; yeryüzünde çözeceğin her şey göklerde de çözülmüş olacak."""
Mat.16: 20,"Bu sözlerden sonra İsa, kendisinin Mesih olduğunu kimseye söylememeleri için öğrencilerini uyardı. İsa Ölüp Dirileceğini Önceden Bildiriyor ("
Mat.16: 21,"Bundan sonra İsa, kendisinin Yeruşalim'e gitmesi, ileri gelenler, başkâhinler ve din bilginlerinin elinden çok acı çekmesi, öldürülmesi ve üçüncü gün dirilmesi gerektiğini öğrencilerine anlatmaya başladı."
Mat.16: 22,"Bunun üzerine Petrus O'nu bir kenara çekip azarlamaya başladı. ""Tanrı korusun, ya Rab! Senin başına asla böyle bir şey gelmeyecek!"" dedi."
Mat.16: 23,"Ama İsa Petrus'a dönüp, ""Çekil önümden, Şeytan!"" dedi, ""Bana engel oluyorsun. Düşüncelerin Tanrı'ya değil, insana özgüdür."""
Mat.16: 24,"Sonra İsa, öğrencilerine şunları söyledi: ""Ardımdan gelmek isteyen kendini inkâr etsin, çarmıhını yüklenip beni izlesin."
Mat.16: 25,"Canını kurtarmak isteyen onu yitirecek, canını benim uğruma yitiren ise onu kurtaracaktır."
Mat.16: 26,"İnsan bütün dünyayı kazanıp da canından olursa, bunun kendisine ne yararı olur? İnsan kendi canına karşılık ne verebilir?"
Mat.16: 27,"İnsanoğlu , Babası'nın görkemi içinde melekleriyle gelecek ve herkese, yaptığının karşılığını verecektir."
Mat.16: 28,"Size doğrusunu söyleyeyim, burada bulunanlar arasında, İnsanoğlu'nun kendi egemenliği içinde gelişini görmeden ölümü tatmayacak olanlar var."" BÖLÜM 17 İsa'nın Görünümü Değişiyor ("
Mat.17: 1,"Altı gün sonra İsa, yanına yalnız Petrus, Yakup ve Yakup'un kardeşi Yuhanna'yı alarak yüksek bir dağa çıktı."
Mat.17: 2,"Onların gözü önünde İsa'nın görünümü değişti. Yüzü güneş gibi parladı, giysileri ışık gibi bembeyaz oldu."
Mat.17: 3,O anda Musa'yla İlyas öğrencilere göründü. İsa'yla konuşuyorlardı.
Mat.17: 4,"Petrus İsa'ya, ""Ya Rab"" dedi, ""Burada bulunmamız ne iyi oldu! İstersen burada üç çardak kurayım: Biri sana, biri Musa'ya, biri de İlyas'a."""
Mat.17: 5,"Petrus daha konuşurken parlak bir bulut onlara gölge saldı. Buluttan gelen bir ses, ""Sevgili Oğlum budur, O'ndan hoşnudum. O'nu dinleyin!"" dedi."
Mat.17: 6,"Öğrenciler bunu işitince, dehşet içinde yüzüstü yere kapandılar."
